id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
89026.93,2.5673685,3pc,ssl,no,19801.902,113125.16,167.25381,77.82165,73409790.0,542921.4,6.518869,6.333715,858.5316,79.76449,6176.554,-389.00684,119.288124,1183029000.0,1040523260.0,100.96263,0.03466026,0.019984463,0.016282732,154.61092,158.21063,0.20349991,-3818.557,8.807093,1.0883918,5.7414885,6.308041,4.153592,9.101678,0.017564846,0.012437143,0.12324399,7.5829797,7.216543,0.001197314,0.62553495,-0.005173398,-0.17457822,Analysis,-0.32605228
88689.72,2.9072874,3pc,ssl,CON,28102.463,110281.76,162.94638,73.78661,83368290.0,518119.47,6.4854927,2.8422122,688.88544,127.54842,4095.2266,689.4043,112.69144,838128200.0,1095761200.0,111.4838,0.04972994,0.014947007,0.02154048,166.24792,115.187454,0.19894534,-8065.8833,8.412109,1.2068949,6.2447753,4.9737067,3.8784986,8.407617,0.0010475279,0.009803291,0.06630947,9.363278,8.328548,0.0039830348,0.6487578,0.12981094,-0.035070356,Analysis,-0.21974224
89540.99,3.4459634,ax.25,ssl,no,10788.585,107012.8,174.03072,86.45822,81587430.0,874693.1,10.646784,15.09875,593.57,45.75276,6634.806,751.35504,120.645775,851505300.0,966156350.0,108.526695,0.039722532,0.02267522,0.020209307,155.73827,107.811386,0.17007715,-5364.2866,9.3069725,1.104392,6.406238,5.1509075,4.4742126,9.179172,0.023124382,0.016157066,0.09234007,8.772515,7.290685,0.009453267,0.6562422,0.09150743,-0.158402,Analysis,-0.18871048
93939.5,1.563513,3pc,ssl,no,15159.9795,119889.945,158.45107,74.31408,86285570.0,518317.3,3.437381,9.524846,360.17572,42.29838,7028.462,431.02643,120.767395,806276000.0,976557100.0,114.88371,0.052093074,0.017713701,0.017821785,148.80862,147.754,0.19090676,-3546.2063,8.991804,1.1909668,6.309338,5.001552,4.241336,8.108721,0.03259511,0.0054958262,0.054926805,8.186205,7.9244533,0.004168936,0.6219207,0.053903878,-0.012465753,Analysis,-0.27092794
87784.59,1.5846645,3pc,ssl,no,21983.473,105368.78,159.50833,85.509544,84128240.0,262620.0,4.2267175,5.021052,1227.7074,73.91052,4202.8154,-84.60644,129.49669,890475100.0,832829900.0,113.376884,0.041729916,0.018205076,0.020617979,168.2904,117.95523,0.16037042,-7616.4956,8.482867,1.1422974,6.4787936,5.274279,4.1292686,7.410946,0.026003039,0.012491737,0.061524764,7.9908996,6.8335147,0.015248037,0.68431675,0.04383974,-0.09667702,Analysis,-0.21665141
85300.22,2.9290946,any,ssl,no,23970.102,125669.62,163.22432,86.39032,73742160.0,587280.5,9.26913,5.939006,401.19055,-61.397305,2969.1223,255.26657,103.12638,885564500.0,1086809300.0,110.56199,0.038073856,0.022379901,0.022478385,175.22188,131.74,0.17497501,-891.3519,9.150042,1.1695724,5.944975,5.3245363,3.5872068,8.813968,0.031986393,0.0025272458,0.030104565,8.996668,8.829413,0.0040162103,0.7082512,0.08662771,-0.08888526,Analysis,-0.23636848
84721.74,3.0771666,3pc,ssl,CON,6719.0415,119496.61,164.00644,90.404945,79895720.0,500319.8,5.4492736,13.21402,805.0414,-2.987065,3249.4812,492.91348,125.40147,927201200.0,931946500.0,104.48506,0.045798045,0.019656688,0.020769376,159.93892,95.041115,0.26243535,-6796.316,8.418405,1.0754561,6.5060754,6.2410264,4.158426,8.892691,0.019291664,0.018479912,0.14716974,8.569271,7.005061,0.011914123,0.72503346,0.07850826,-0.20396855,Analysis,-0.29574463
89647.0,0.8672424,ax.25,ssl,no,23334.049,123898.04,156.58237,78.63488,105257290.0,241774.45,4.8505783,2.6907606,-28.544071,7.663928,6429.372,9.051519,133.72643,971866100.0,935463940.0,104.60828,0.048041638,0.015843961,0.022221576,174.40807,136.26843,0.19836913,-14546.7,8.873177,1.2396921,5.212688,3.79146,3.8276134,6.692134,0.029602014,-0.0044374936,0.045384407,8.034572,8.342097,0.0005700422,0.6355997,0.078411065,-0.22491893,Analysis,-0.23489258
88366.84,1.8105234,3pc,ssl,CON,18991.383,130951.1,174.42807,74.18652,78296820.0,869745.1,4.776922,7.3822637,1270.6556,94.36036,4262.359,631.5423,105.479645,789046700.0,928748200.0,114.29321,0.038068164,0.019225894,0.021607073,155.68953,113.71609,0.23275205,-6918.7476,8.9573345,1.2645168,6.3013344,5.8588696,3.7924254,8.9060135,0.007530125,0.008880012,0.03646835,8.185168,7.6498685,0.008209762,0.65090036,0.045822624,-0.10470802,Analysis,-0.22202313
87639.74,2.5062103,3pc,ssl,no,19855.006,110203.445,169.80281,79.33224,75610536.0,456008.4,5.972322,10.28241,853.0741,132.87369,3592.5063,363.8159,108.4903,691405630.0,1028386000.0,112.54711,0.042733956,0.01805146,0.020114748,145.45193,114.21187,0.1570263,-3421.8245,8.599627,1.179835,6.8004184,4.824219,3.8722818,9.281378,0.0126582105,0.005552014,0.06342368,8.437462,8.373531,0.01379383,0.63437295,0.11277754,-0.042417664,Analysis,-0.2959141
83987.31,2.5765939,3pc,ssl,CON,-349.51013,105447.984,176.36736,81.40165,77328710.0,579216.8,4.7430634,8.2329235,993.34766,-24.917927,7635.8887,891.12244,110.34399,682256960.0,1051292350.0,127.99152,0.039922047,0.02082087,0.023509428,155.50288,127.05453,0.2158644,4310.271,9.396086,1.1267521,6.7842665,5.130389,3.9231145,8.329507,0.026758192,-0.0020234962,0.12925258,9.252228,7.041519,0.009789173,0.5936082,0.11754726,-0.024680052,Analysis,-0.35102335
83667.914,1.9152418,any,ssl,CON,21553.98,104426.734,175.81465,81.450226,79711270.0,711852.44,1.8937618,5.9172077,1473.2965,29.443108,6567.2256,589.4557,111.61328,835102100.0,1037478700.0,124.53603,0.032519616,0.018817669,0.023475595,160.35242,137.87413,0.1526214,-1732.3644,9.451114,1.2673795,6.572203,5.457562,4.1275883,7.4614687,0.014901925,0.009071184,0.04459589,7.961146,7.741037,0.010760502,0.6325554,0.045305777,-0.08750586,Analysis,-0.12903428
92830.59,2.4082754,crudp,http,no,18493.836,106228.93,174.5076,88.61476,52867556.0,685030.94,3.6056852,2.3643322,1031.9474,33.626526,3727.8835,564.4478,133.53822,822948300.0,946114000.0,109.39183,0.047799166,0.020796062,0.022592334,161.56113,130.99005,0.14653994,-4142.5244,8.325304,1.1027964,4.9918923,5.35082,4.3545046,7.913602,0.010988871,0.014535673,0.06844745,9.309459,8.292432,-0.00036283195,0.6444772,0.08449644,-0.11482618,Analysis,-0.15922435
97202.305,2.1990244,3pc,ssl,no,20329.494,130702.1,170.4613,77.89058,79251080.0,842938.94,-0.5309395,4.763145,1017.063,33.247093,2769.5598,912.7783,128.96803,813040200.0,1017686340.0,118.75383,0.04458606,0.019626305,0.019211778,136.98413,124.93068,0.1953728,-1179.9559,9.502309,1.2148874,5.833278,5.162245,3.9588954,8.531826,0.017339695,0.0018649721,0.12761459,8.604459,7.401019,0.0018233816,0.6964188,0.13391057,0.040818997,Analysis,-0.29104066
93359.96,1.5238177,cftp,ssl,no,31120.623,101238.336,161.42422,85.92752,92947710.0,383396.1,-4.014138,4.5556664,1103.8129,106.07658,4811.646,400.97977,120.21043,790844900.0,981114200.0,116.5417,0.05645579,0.015415193,0.021654777,156.20648,138.29688,0.12286062,-16627.85,7.880062,1.176278,6.544946,4.758856,4.0756183,7.444225,0.037942663,0.0016372507,0.049980596,8.756097,7.076769,0.0023310466,0.64003253,0.054695584,-0.07449913,Analysis,-0.1560553
87613.63,1.9537692,dgp,ssl,no,35197.312,115931.68,166.99644,83.35244,75992920.0,590894.44,4.0849495,5.295687,587.3038,41.15288,6946.7837,444.424,119.97175,908801340.0,989714400.0,111.389565,0.03797806,0.018773474,0.02215581,173.30745,147.74583,0.18556806,-13368.6455,8.43798,1.1473764,5.740954,5.202001,3.6649845,7.1990104,0.030651972,0.0064111114,0.09895181,8.96445,7.3057027,0.0017334671,0.6760879,0.06882159,-0.11867733,Analysis,-0.21051884
84960.23,1.9937685,3pc,ssl,no,39574.52,116198.35,173.72623,66.42021,95297610.0,594381.8,-1.1315602,0.96865356,313.86646,111.29485,7151.849,238.27234,121.32675,886490900.0,1101971200.0,125.505226,0.042319156,0.014367683,0.021054829,165.15724,143.31554,0.29546034,-13028.81,9.244072,1.1846844,6.625373,5.8483057,3.337402,7.9344363,0.015935358,0.011606941,0.016760098,9.520509,8.186431,0.00405592,0.5864234,0.21415609,-0.06917258,Analysis,-0.16475451
93643.625,2.4464295,arp,ssh,no,4971.521,126161.21,174.3927,80.3358,90655180.0,682038.44,9.368708,7.9342484,773.4131,120.587616,7402.506,104.686104,124.640816,786696300.0,877896200.0,109.71831,0.064656906,0.016927574,0.021641992,155.67007,140.03615,0.16495079,-9441.638,7.5783906,1.2207204,6.2724075,4.4770055,5.1126637,9.724972,0.021036938,-0.0053548017,0.039360203,8.934144,8.173497,0.009445842,0.6612357,0.018140916,0.012689013,Analysis,-0.13614154
87991.45,1.9917424,crudp,ssl,no,19508.963,110023.1,162.94554,68.26444,69521180.0,702329.94,3.8749394,4.1388354,689.69794,28.265968,6575.8364,681.05914,115.596146,786282000.0,1070124860.0,117.29468,0.04350668,0.016776921,0.019126665,160.13785,132.93573,0.18461335,-5867.5464,10.204368,1.243441,6.5193934,4.6079674,4.37931,7.0542946,0.0073593794,0.0024303724,0.0616192,8.403738,8.879583,0.015906487,0.6082362,0.04464518,-0.17843115,Analysis,-0.23499763
93170.41,2.1505375,br-sat-mon,ssl,no,9128.598,114659.31,179.8554,67.0911,76949760.0,794800.56,4.947981,11.798202,1217.2708,33.664974,6199.1724,771.4412,102.38957,825464450.0,1002177540.0,110.28555,0.041206166,0.020125695,0.020728078,181.73047,136.9549,0.24986981,-3776.5676,7.975464,1.1751841,5.5995293,5.7402444,4.8549123,9.267269,0.023169925,0.00828606,0.038658574,8.392901,8.46584,0.015428257,0.5834896,0.053243533,-0.08951742,Analysis,-0.1343487
85503.48,2.8343296,3pc,ssl,no,13248.649,118514.76,169.48093,76.79336,97041250.0,696259.94,6.4297385,6.5821395,863.65656,86.27626,9724.779,881.6493,114.6592,914943100.0,1011350340.0,111.43185,0.037431344,0.021064194,0.021671265,177.9993,102.31349,0.1593736,-6906.222,10.217705,1.190572,7.224654,4.9767575,3.9654303,7.650739,0.0057045766,0.014353518,0.05026354,8.199389,7.8338227,0.018725656,0.67061436,0.022143869,-0.253298,Analysis,-0.32579625
93652.21,2.4306757,3pc,ssl,CON,3011.0747,104895.3,168.46703,60.52374,77610090.0,627450.8,8.430859,8.828968,601.36145,-0.82146907,5095.2734,1063.76,110.51228,754905800.0,1022587650.0,112.10033,0.0363062,0.014899921,0.017992444,142.28242,149.1662,0.24566641,-3454.9749,9.849482,1.3185847,6.8717093,4.35334,4.5247464,7.426543,0.014902403,-0.00030976767,0.08399161,8.429354,8.408592,0.019514056,0.6398923,0.11157612,-0.061017975,Analysis,-0.31689093
89386.35,1.851671,3pc,ssl,no,14221.575,132876.52,174.10828,69.42345,80952980.0,293004.88,-0.28435507,10.843791,1395.267,-38.290356,6037.144,758.9577,100.01088,867143200.0,1073599360.0,109.70803,0.035612065,0.0264745,0.019316377,166.22514,126.87576,0.16913769,-4442.111,9.754631,1.1561276,6.457228,5.2095675,4.8238287,8.252321,0.03154163,0.013233251,0.061865732,8.78193,7.7543383,0.004034537,0.69886285,0.04252492,-0.07388052,Analysis,-0.31341383
84708.12,2.5267146,3pc,ssh,no,10474.084,99937.1,169.74811,68.22475,75833850.0,423556.78,-1.0775961,8.224405,496.59213,8.65742,8465.131,189.82422,129.48485,880956800.0,1095861800.0,117.05767,0.04487433,0.012006722,0.014381742,170.53458,106.9724,0.2088296,-3506.0857,9.367099,1.1178929,6.3815517,5.470895,4.632701,6.694604,0.031467423,0.008270651,0.032228403,9.019745,8.388598,0.012469161,0.6657947,0.09460242,0.0425307,Analysis,-0.30129203
85703.36,1.8535537,bbn-rcc,ssl,no,19535.264,103650.39,166.36156,79.18999,80468920.0,596828.3,4.7384562,7.571198,1237.623,32.72431,4535.304,306.32834,118.63692,995038900.0,946353200.0,117.20726,0.037301455,0.020283433,0.022237515,160.24982,129.56595,0.21837641,-2941.9397,9.015342,1.2423984,6.293384,5.0748034,3.7136116,8.318871,0.020773327,0.0025167963,0.06534002,7.776735,7.796207,0.0018332406,0.63040805,0.089943185,-0.09383018,Analysis,-0.1573137
93556.516,1.6132195,argus,ssl,no,22634.662,107950.79,173.74829,74.53867,73089460.0,503103.94,2.1280932,0.93837535,743.3926,168.91214,5662.9023,659.4998,120.81167,792412700.0,1070334300.0,109.971886,0.045773767,0.014945134,0.021752965,154.65883,130.20332,0.122044265,-8807.559,9.088686,1.1966307,5.5953865,5.319133,4.540645,7.619844,0.013412966,0.016349185,0.057838403,8.497201,7.794095,0.0058315443,0.6380701,0.11202815,-0.028825767,Analysis,-0.10295832
88633.36,1.473538,3pc,ssl,no,10683.3545,133268.98,161.01071,69.40251,63359680.0,438901.2,0.060526457,-1.4907357,674.651,-42.88908,5718.455,409.39996,115.99938,998404350.0,993373950.0,109.1887,0.050725285,0.026624631,0.015574096,158.56458,119.08781,0.20387249,-3402.244,8.993592,1.1868448,5.12139,5.70576,3.7630162,6.5407662,0.031554755,-0.003227184,0.118428,8.251727,7.6242642,-0.00018973261,0.61616343,0.18464005,-0.08397237,Analysis,-0.40141886
84834.37,2.3783655,3pc,ssl,no,26198.033,123391.734,176.47292,76.527534,102915710.0,439639.4,8.559729,6.6359005,945.7641,-2.046765,8630.968,391.1129,116.14971,869048800.0,1066825500.0,119.79208,0.03451212,0.017328268,0.025005883,174.18742,139.7474,0.17244832,-6009.335,9.730888,1.1953506,5.909144,4.2089787,4.2329626,7.07773,0.013420063,-0.00842786,0.07356448,8.262451,8.082084,0.009257862,0.6403126,-0.057672054,-0.1270343,Analysis,-0.13994126
81947.734,2.1055732,3pc,ssl,no,20097.584,102387.11,157.72682,92.29373,74459784.0,551333.2,5.114703,3.8650386,1194.57,-33.266506,3989.2537,320.36462,117.12585,994242700.0,896885300.0,107.11428,0.041508347,0.02472813,0.018931543,158.31549,138.42114,0.2050512,-7872.02,8.177218,1.2517735,5.5265665,5.663633,4.124732,7.300498,0.03215042,0.004878679,0.043840446,8.621755,7.9738226,0.0076808836,0.6465297,0.10069259,-0.105515674,Analysis,-0.34555447
89935.086,2.0226398,3pc,ssl,no,21347.994,115462.1,177.18211,78.178665,81634056.0,555513.8,8.649438,12.4351425,1296.323,160.80537,6013.7417,472.38275,121.951065,784958340.0,1114537000.0,121.91341,0.03437039,0.020554058,0.016443182,168.9824,146.33258,0.18176726,-4696.6226,9.41846,1.142751,5.7544284,5.031903,4.297132,8.660136,0.025472116,0.011631786,0.07112099,7.724945,9.207216,0.0017238307,0.6351051,0.037850402,-0.056123387,Analysis,-0.18054932
89126.164,2.6777499,argus,ssl,no,3873.6167,126344.55,165.55772,73.2824,84280360.0,722706.7,7.4035754,11.27729,465.2379,-59.152157,3401.5986,544.74243,120.786255,918519400.0,1058809100.0,113.66123,0.05317599,0.017490469,0.021584174,152.33171,135.47716,0.28976426,-7129.8433,7.977206,1.1952019,6.41384,5.659861,4.2522407,7.9395103,0.027212784,0.0139125325,0.12344659,8.513147,8.261647,0.00480925,0.6432119,0.12448249,0.014176644,Analysis,-0.27052653
83021.6,2.3068583,br-sat-mon,ssl,no,14228.175,132632.2,162.11569,65.1473,77590030.0,808801.56,7.7172494,11.907339,899.8435,3.0740845,8226.976,767.6443,131.13208,971246500.0,1220558500.0,105.72617,0.04195261,0.015378204,0.021574449,160.42397,110.43299,0.20661709,-2141.702,7.854116,1.2111034,5.418281,5.5926566,3.7189395,8.2920265,0.02105156,-0.0050480408,0.12416864,8.789015,8.336833,0.0014785203,0.6771091,0.0015305541,-0.027369928,Analysis,-0.1804004
88471.25,2.072273,3pc,ssl,no,13032.825,121025.336,171.4549,84.38884,79386340.0,719732.3,3.9132762,11.118977,661.48114,35.149483,6874.5586,629.4706,111.16709,833743550.0,1005149500.0,116.39917,0.04029046,0.018521335,0.022473868,150.8044,131.51952,0.22134921,-7406.1606,7.9997463,1.2404728,5.941785,5.179016,4.1424065,6.962118,0.016530583,0.0036490425,0.07355774,7.788613,7.8762045,0.009824767,0.6835762,0.13113983,-0.13293071,Analysis,-0.23135379
88112.71,2.2677379,3pc,ftp,CON,33421.145,117405.805,160.49295,78.81405,75941340.0,753501.56,7.8792267,10.305764,1075.9087,85.22306,9437.95,720.4779,110.24395,916761400.0,906128500.0,120.83613,0.03827853,0.020283159,0.021898568,173.5978,140.16483,0.23876634,-13807.444,8.868932,1.1771257,5.845628,5.2025805,4.8924146,7.734255,0.02579878,0.0077562216,0.009289267,8.53104,8.1960745,-0.00574651,0.63801056,0.10239773,-0.05610761,Analysis,-0.15919036
86730.94,1.4990408,3pc,ssl,no,25892.318,132297.78,159.40144,80.84265,88667470.0,784801.6,9.170382,2.4358912,-117.68183,66.72863,8622.814,83.207405,143.48875,957778700.0,859694800.0,105.330154,0.05105744,0.011577646,0.02259335,171.37132,130.00575,0.19555263,-17160.367,8.814213,1.2075082,5.056606,5.403982,3.5124946,8.216783,0.024096992,0.003837286,0.024149114,8.292391,7.592888,0.0224981,0.6298289,0.10023343,-0.15747297,Analysis,-0.19374216
